"","X","agency_cd.x","site_no.x","dateTime","Flow_Inst","Flow_Inst_cd","tz_cd.x","agency_cd.y","site_no.y","Nitrate_mgl","X_99133_Inst_cd","tz_cd.y"
"15799",15799,"USGS",2250030,"2015-05-23 01:00:00",42.6,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15800",15800,"USGS",2250030,"2015-05-23 01:15:00",49.5,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15801",15801,"USGS",2250030,"2015-05-23 01:30:00",45.8,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15802",15802,"USGS",2250030,"2015-05-23 01:45:00",49.1,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15803",15803,"USGS",2250030,"2015-05-23 02:00:00",49.2,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15804",15804,"USGS",2250030,"2015-05-23 02:15:00",59.2,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15805",15805,"USGS",2250030,"2015-05-23 02:30:00",55.8,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15806",15806,"USGS",2250030,"2015-05-23 02:45:00",38.9,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15807",15807,"USGS",2250030,"2015-05-23 03:00:00",45.6,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15808",15808,"USGS",2250030,"2015-05-23 03:15:00",38.8,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15809",15809,"USGS",2250030,"2015-05-23 03:30:00",49,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15810",15810,"USGS",2250030,"2015-05-23 04:00:00",38.9,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15811",15811,"USGS",2250030,"2015-05-23 04:15:00",49.1,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15812",15812,"USGS",2250030,"2015-05-23 04:30:00",49.2,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15813",15813,"USGS",2250030,"2015-05-23 04:45:00",35.8,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15814",15814,"USGS",2250030,"2015-05-23 05:00:00",39.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15815",15815,"USGS",2250030,"2015-05-23 05:15:00",53,"A","UTC","USGS",2250030,0.14,"A","UTC"
"15816",15816,"USGS",2250030,"2015-05-23 05:30:00",36,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15817",15817,"USGS",2250030,"2015-05-23 05:45:00",46.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15818",15818,"USGS",2250030,"2015-05-23 06:00:00",39.6,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15819",15819,"USGS",2250030,"2015-05-23 06:15:00",43.1,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15820",15820,"USGS",2250030,"2015-05-23 06:30:00",50.1,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15821",15821,"USGS",2250030,"2015-05-23 06:45:00",46.6,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15822",15822,"USGS",2250030,"2015-05-23 07:00:00",33,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15823",15823,"USGS",2250030,"2015-05-23 07:15:00",50.3,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15824",15824,"USGS",2250030,"2015-05-23 07:30:00",53.7,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15825",15825,"USGS",2250030,"2015-05-23 07:45:00",46.9,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15826",15826,"USGS",2250030,"2015-05-23 08:00:00",50.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15827",15827,"USGS",2250030,"2015-05-23 08:15:00",57.2,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15828",15828,"USGS",2250030,"2015-05-23 08:30:00",50.4,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15829",15829,"USGS",2250030,"2015-05-23 08:45:00",53.9,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15830",15830,"USGS",2250030,"2015-05-23 09:00:00",46.9,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15831",15831,"USGS",2250030,"2015-05-23 09:15:00",53.9,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15832",15832,"USGS",2250030,"2015-05-23 09:30:00",50.1,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15833",15833,"USGS",2250030,"2015-05-23 09:45:00",64,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15834",15834,"USGS",2250030,"2015-05-23 10:00:00",56.9,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15835",15835,"USGS",2250030,"2015-05-23 10:15:00",43.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15836",15836,"USGS",2250030,"2015-05-23 10:30:00",50.1,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15837",15837,"USGS",2250030,"2015-05-23 10:45:00",77.6,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15838",15838,"USGS",2250030,"2015-05-23 11:00:00",60,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15839",15839,"USGS",2250030,"2015-05-23 11:15:00",70.2,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15840",15840,"USGS",2250030,"2015-05-23 11:30:00",56.5,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15841",15841,"USGS",2250030,"2015-05-23 11:45:00",66.6,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15842",15842,"USGS",2250030,"2015-05-23 12:00:00",56,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15843",15843,"USGS",2250030,"2015-05-23 12:15:00",56.1,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15844",15844,"USGS",2250030,"2015-05-23 12:30:00",59.3,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15845",15845,"USGS",2250030,"2015-05-23 12:45:00",55.8,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15846",15846,"USGS",2250030,"2015-05-23 13:00:00",59,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15847",15847,"USGS",2250030,"2015-05-23 13:15:00",58.9,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15848",15848,"USGS",2250030,"2015-05-23 13:30:00",58.9,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15849",15849,"USGS",2250030,"2015-05-23 13:45:00",52.2,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15850",15850,"USGS",2250030,"2015-05-23 14:00:00",55.6,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15851",15851,"USGS",2250030,"2015-05-23 14:15:00",52,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15852",15852,"USGS",2250030,"2015-05-23 14:30:00",48.6,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15853",15853,"USGS",2250030,"2015-05-23 14:45:00",48.6,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15854",15854,"USGS",2250030,"2015-05-23 15:00:00",51.8,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15855",15855,"USGS",2250030,"2015-05-23 15:15:00",55.2,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15856",15856,"USGS",2250030,"2015-05-23 15:30:00",58.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15857",15857,"USGS",2250030,"2015-05-23 15:45:00",48.4,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15858",15858,"USGS",2250030,"2015-05-23 16:00:00",41.9,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15859",15859,"USGS",2250030,"2015-05-23 16:15:00",55.4,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15860",15860,"USGS",2250030,"2015-05-23 16:45:00",48.8,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15861",15861,"USGS",2250030,"2015-05-23 17:00:00",35.5,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15862",15862,"USGS",2250030,"2015-05-23 17:15:00",35.5,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15863",15863,"USGS",2250030,"2015-05-23 17:30:00",52.5,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15864",15864,"USGS",2250030,"2015-05-23 17:45:00",39.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15865",15865,"USGS",2250030,"2015-05-23 18:00:00",56,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15866",15866,"USGS",2250030,"2015-05-23 18:15:00",39.4,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15867",15867,"USGS",2250030,"2015-05-23 18:30:00",49.5,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15868",15868,"USGS",2250030,"2015-05-23 18:45:00",46,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15869",15869,"USGS",2250030,"2015-05-23 19:00:00",32.5,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15870",15870,"USGS",2250030,"2015-05-23 19:15:00",36.1,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15871",15871,"USGS",2250030,"2015-05-23 19:30:00",36.2,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15872",15872,"USGS",2250030,"2015-05-23 19:45:00",36.2,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15873",15873,"USGS",2250030,"2015-05-23 20:00:00",56.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15874",15874,"USGS",2250030,"2015-05-23 20:15:00",39.7,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15875",15875,"USGS",2250030,"2015-05-23 20:30:00",53.3,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15876",15876,"USGS",2250030,"2015-05-23 20:45:00",49.8,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15877",15877,"USGS",2250030,"2015-05-23 21:00:00",49.9,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15878",15878,"USGS",2250030,"2015-05-23 21:30:00",39.4,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15879",15879,"USGS",2250030,"2015-05-23 21:45:00",59.9,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15880",15880,"USGS",2250030,"2015-05-23 22:00:00",49.3,"A","UTC","USGS",2250030,0.07,"A","UTC"
"15881",15881,"USGS",2250030,"2015-05-23 22:15:00",39,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15882",15882,"USGS",2250030,"2015-05-23 22:30:00",45.8,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15883",15883,"USGS",2250030,"2015-05-23 22:45:00",49.1,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15884",15884,"USGS",2250030,"2015-05-23 23:00:00",49,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15885",15885,"USGS",2250030,"2015-05-23 23:15:00",28.8,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15886",15886,"USGS",2250030,"2015-05-23 23:30:00",28.8,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15887",15887,"USGS",2250030,"2015-05-23 23:45:00",35.6,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15888",15888,"USGS",2250030,"2015-05-24 00:00:00",38.9,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15889",15889,"USGS",2250030,"2015-05-24 00:15:00",52.2,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15890",15890,"USGS",2250030,"2015-05-24 00:30:00",48.7,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15891",15891,"USGS",2250030,"2015-05-24 00:45:00",42.1,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15892",15892,"USGS",2250030,"2015-05-24 01:00:00",45.4,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15893",15893,"USGS",2250030,"2015-05-24 01:15:00",32.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15894",15894,"USGS",2250030,"2015-05-24 01:30:00",42.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15895",15895,"USGS",2250030,"2015-05-24 01:45:00",48.5,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15896",15896,"USGS",2250030,"2015-05-24 02:15:00",48.4,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15897",15897,"USGS",2250030,"2015-05-24 02:30:00",38.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15898",15898,"USGS",2250030,"2015-05-24 02:45:00",38.5,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15899",15899,"USGS",2250030,"2015-05-24 03:00:00",52,"A","UTC","USGS",2250030,0.17,"A","UTC"
"15900",15900,"USGS",2250030,"2015-05-24 03:15:00",48.4,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15901",15901,"USGS",2250030,"2015-05-24 03:30:00",51.6,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15902",15902,"USGS",2250030,"2015-05-24 03:45:00",45.1,"A","UTC","USGS",2250030,0.14,"A","UTC"
"15903",15903,"USGS",2250030,"2015-05-24 04:00:00",48.4,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15904",15904,"USGS",2250030,"2015-05-24 04:15:00",38.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15905",15905,"USGS",2250030,"2015-05-24 04:30:00",35.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15906",15906,"USGS",2250030,"2015-05-24 04:45:00",48.9,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15907",15907,"USGS",2250030,"2015-05-24 05:00:00",58.6,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15908",15908,"USGS",2250030,"2015-05-24 05:15:00",38.6,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15909",15909,"USGS",2250030,"2015-05-24 05:30:00",45.4,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15910",15910,"USGS",2250030,"2015-05-24 05:45:00",35.5,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15911",15911,"USGS",2250030,"2015-05-24 06:00:00",52.5,"A","UTC","USGS",2250030,0.14,"A","UTC"
"15912",15912,"USGS",2250030,"2015-05-24 06:15:00",62.5,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15913",15913,"USGS",2250030,"2015-05-24 06:30:00",62.3,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15914",15914,"USGS",2250030,"2015-05-24 06:45:00",42.4,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15915",15915,"USGS",2250030,"2015-05-24 07:15:00",52.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15916",15916,"USGS",2250030,"2015-05-24 07:30:00",55.9,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15917",15917,"USGS",2250030,"2015-05-24 07:45:00",49.2,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15918",15918,"USGS",2250030,"2015-05-24 08:00:00",42.5,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15919",15919,"USGS",2250030,"2015-05-24 08:15:00",49.3,"A","UTC","USGS",2250030,0.16,"A","UTC"
"15920",15920,"USGS",2250030,"2015-05-24 08:30:00",56.3,"A","UTC","USGS",2250030,0.05,"A","UTC"
"15921",15921,"USGS",2250030,"2015-05-24 08:45:00",49.4,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15922",15922,"USGS",2250030,"2015-05-24 09:00:00",52.8,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15923",15923,"USGS",2250030,"2015-05-24 09:15:00",49.5,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15924",15924,"USGS",2250030,"2015-05-24 09:30:00",36.1,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15925",15925,"USGS",2250030,"2015-05-24 09:45:00",59.8,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15926",15926,"USGS",2250030,"2015-05-24 10:00:00",56.5,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15927",15927,"USGS",2250030,"2015-05-24 10:15:00",60,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15928",15928,"USGS",2250030,"2015-05-24 10:30:00",59.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15929",15929,"USGS",2250030,"2015-05-24 10:45:00",56.2,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15930",15930,"USGS",2250030,"2015-05-24 11:00:00",59.4,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15931",15931,"USGS",2250030,"2015-05-24 11:15:00",52.7,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15932",15932,"USGS",2250030,"2015-05-24 11:30:00",49.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15933",15933,"USGS",2250030,"2015-05-24 11:45:00",66.1,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15934",15934,"USGS",2250030,"2015-05-24 12:00:00",59.2,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15935",15935,"USGS",2250030,"2015-05-24 12:15:00",62.4,"A","UTC","USGS",2250030,0.12,"A","UTC"
"15936",15936,"USGS",2250030,"2015-05-24 12:30:00",69,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15937",15937,"USGS",2250030,"2015-05-24 12:45:00",55.4,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15938",15938,"USGS",2250030,"2015-05-24 13:00:00",65.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15939",15939,"USGS",2250030,"2015-05-24 13:15:00",52,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15940",15940,"USGS",2250030,"2015-05-24 13:30:00",42,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15941",15941,"USGS",2250030,"2015-05-24 13:45:00",55.7,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15942",15942,"USGS",2250030,"2015-05-24 14:00:00",78.8,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15943",15943,"USGS",2250030,"2015-05-24 14:15:00",74.7,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15944",15944,"USGS",2250030,"2015-05-24 14:30:00",67.7,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15945",15945,"USGS",2250030,"2015-05-24 14:45:00",38.3,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15946",15946,"USGS",2250030,"2015-05-24 15:00:00",51.9,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15947",15947,"USGS",2250030,"2015-05-24 15:15:00",65,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15948",15948,"USGS",2250030,"2015-05-24 15:30:00",77.8,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15949",15949,"USGS",2250030,"2015-05-24 15:45:00",61.1,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15950",15950,"USGS",2250030,"2015-05-24 16:00:00",47.9,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15951",15951,"USGS",2250030,"2015-05-24 16:15:00",54.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15952",15952,"USGS",2250030,"2015-05-24 16:30:00",74.4,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15953",15953,"USGS",2250030,"2015-05-24 16:45:00",51.3,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15954",15954,"USGS",2250030,"2015-05-24 17:00:00",38.5,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15955",15955,"USGS",2250030,"2015-05-24 17:15:00",78,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15956",15956,"USGS",2250030,"2015-05-24 17:30:00",45.1,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15957",15957,"USGS",2250030,"2015-05-24 17:45:00",44.9,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15958",15958,"USGS",2250030,"2015-05-24 18:00:00",52,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15959",15959,"USGS",2250030,"2015-05-24 18:15:00",61.9,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15960",15960,"USGS",2250030,"2015-05-24 18:30:00",55.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15961",15961,"USGS",2250030,"2015-05-24 19:00:00",51.8,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15962",15962,"USGS",2250030,"2015-05-24 19:15:00",41.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15963",15963,"USGS",2250030,"2015-05-24 19:45:00",55.1,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15964",15964,"USGS",2250030,"2015-05-24 20:00:00",55,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15965",15965,"USGS",2250030,"2015-05-24 20:15:00",48.4,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15966",15966,"USGS",2250030,"2015-05-24 20:30:00",55.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15967",15967,"USGS",2250030,"2015-05-24 20:45:00",48.6,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15968",15968,"USGS",2250030,"2015-05-24 21:00:00",48.5,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15969",15969,"USGS",2250030,"2015-05-24 21:15:00",42,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15970",15970,"USGS",2250030,"2015-05-24 21:30:00",38.4,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15971",15971,"USGS",2250030,"2015-05-24 21:45:00",32,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15972",15972,"USGS",2250030,"2015-05-24 22:00:00",55.2,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15973",15973,"USGS",2250030,"2015-05-24 22:15:00",52,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15974",15974,"USGS",2250030,"2015-05-24 22:30:00",38.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15975",15975,"USGS",2250030,"2015-05-24 22:45:00",32,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15976",15976,"USGS",2250030,"2015-05-24 23:00:00",62,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15977",15977,"USGS",2250030,"2015-05-24 23:15:00",48.4,"A","UTC","USGS",2250030,0.13,"A","UTC"
"15978",15978,"USGS",2250030,"2015-05-24 23:30:00",51.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15979",15979,"USGS",2250030,"2015-05-24 23:45:00",58.2,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15980",15980,"USGS",2250030,"2015-05-25 00:00:00",35,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15981",15981,"USGS",2250030,"2015-05-25 00:15:00",48.4,"A","UTC","USGS",2250030,0.08,"A","UTC"
"15982",15982,"USGS",2250030,"2015-05-25 00:30:00",51.5,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15983",15983,"USGS",2250030,"2015-05-25 00:45:00",48.2,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15984",15984,"USGS",2250030,"2015-05-25 01:00:00",48.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15985",15985,"USGS",2250030,"2015-05-25 01:15:00",41.4,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15986",15986,"USGS",2250030,"2015-05-25 02:00:00",51.1,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15987",15987,"USGS",2250030,"2015-05-25 02:15:00",54.5,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15988",15988,"USGS",2250030,"2015-05-25 02:30:00",47.9,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15989",15989,"USGS",2250030,"2015-05-25 03:00:00",47.7,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15990",15990,"USGS",2250030,"2015-05-25 03:15:00",54.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15991",15991,"USGS",2250030,"2015-05-25 03:45:00",47.8,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15992",15992,"USGS",2250030,"2015-05-25 04:00:00",60.7,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15993",15993,"USGS",2250030,"2015-05-25 04:30:00",40.9,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15994",15994,"USGS",2250030,"2015-05-25 04:45:00",44.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15995",15995,"USGS",2250030,"2015-05-25 05:00:00",51,"A","UTC","USGS",2250030,0.09,"A","UTC"
"15996",15996,"USGS",2250030,"2015-05-25 05:15:00",47.6,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15997",15997,"USGS",2250030,"2015-05-25 05:30:00",41.1,"A","UTC","USGS",2250030,0.1,"A","UTC"
"15998",15998,"USGS",2250030,"2015-05-25 05:45:00",57.5,"A","UTC","USGS",2250030,0.11,"A","UTC"
"15999",15999,"USGS",2250030,"2015-05-25 06:00:00",54.2,"A","UTC","USGS",2250030,0.11,"A","UTC"
"16000",16000,"USGS",2250030,"2015-05-25 06:15:00",41.3,"A","UTC","USGS",2250030,0.12,"A","UTC"
"16001",16001,"USGS",2250030,"2015-05-25 06:30:00",44.6,"A","UTC","USGS",2250030,0.1,"A","UTC"
"16002",16002,"USGS",2250030,"2015-05-25 06:45:00",57.6,"A","UTC","USGS",2250030,0.1,"A","UTC"
"16003",16003,"USGS",2250030,"2015-05-25 07:00:00",47.9,"A","UTC","USGS",2250030,0.09,"A","UTC"
"16004",16004,"USGS",2250030,"2015-05-25 07:15:00",47.9,"A","UTC","USGS",2250030,0.11,"A","UTC"
"16005",16005,"USGS",2250030,"2015-05-25 07:30:00",47.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
"16006",16006,"USGS",2250030,"2015-05-25 07:45:00",47.9,"A","UTC","USGS",2250030,0.1,"A","UTC"
"16007",16007,"USGS",2250030,"2015-05-25 08:15:00",44.7,"A","UTC","USGS",2250030,0.11,"A","UTC"
"16008",16008,"USGS",2250030,"2015-05-25 08:30:00",48.2,"A","UTC","USGS",2250030,0.13,"A","UTC"
"16009",16009,"USGS",2250030,"2015-05-25 08:45:00",51.5,"A","UTC","USGS",2250030,0.12,"A","UTC"
"16010",16010,"USGS",2250030,"2015-05-25 09:00:00",54.8,"A","UTC","USGS",2250030,0.09,"A","UTC"
"16011",16011,"USGS",2250030,"2015-05-25 09:15:00",48.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"16012",16012,"USGS",2250030,"2015-05-25 09:30:00",48.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"16013",16013,"USGS",2250030,"2015-05-25 09:45:00",51.6,"A","UTC","USGS",2250030,0.12,"A","UTC"
"16014",16014,"USGS",2250030,"2015-05-25 10:00:00",61.6,"A","UTC","USGS",2250030,0.1,"A","UTC"
"16015",16015,"USGS",2250030,"2015-05-25 10:15:00",51.7,"A","UTC","USGS",2250030,0.11,"A","UTC"
"16016",16016,"USGS",2250030,"2015-05-25 10:30:00",41.8,"A","UTC","USGS",2250030,0.12,"A","UTC"
"16017",16017,"USGS",2250030,"2015-05-25 10:45:00",48.4,"A","UTC","USGS",2250030,0.12,"A","UTC"
"16018",16018,"USGS",2250030,"2015-05-25 11:15:00",41.6,"A","UTC","USGS",2250030,0.11,"A","UTC"
"16019",16019,"USGS",2250030,"2015-05-25 11:30:00",51.6,"A","UTC","USGS",2250030,0.1,"A","UTC"
"16020",16020,"USGS",2250030,"2015-05-25 11:45:00",48.4,"A","UTC","USGS",2250030,0.1,"A","UTC"
"16021",16021,"USGS",2250030,"2015-05-25 12:00:00",51.7,"A","UTC","USGS",2250030,0.1,"A","UTC"
"16022",16022,"USGS",2250030,"2015-05-25 12:15:00",58.2,"A","UTC","USGS",2250030,0.1,"A","UTC"
"16023",16023,"USGS",2250030,"2015-05-25 12:30:00",54.9,"A","UTC","USGS",2250030,0.1,"A","UTC"
"16024",16024,"USGS",2250030,"2015-05-25 12:45:00",48.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"16025",16025,"USGS",2250030,"2015-05-25 13:00:00",61.5,"A","UTC","USGS",2250030,0.11,"A","UTC"
"16026",16026,"USGS",2250030,"2015-05-25 13:30:00",54.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
